gid,entidad,objeto,fna,geom,gna,nam,fun,ppo,sag,fdc
"4918","0",Mina,Acapulco,POINT(-69.4258453529999 -38.944163078),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4989","0",Mina,"-2",POINT(-71.3516839719999 -41.173184175),Cantera,"-2",6,93,IGN,ESRI-World_Imagery 2010
"4480","0",Mina,,POINT(-69.2711637099999 -38.583706826),Mina,"-2",-1,-1,IGN,ESRI-World_Imagery 2010
"4498","0",Mina,MINA GUARDIA VIEJA,POINT(-69.257494133 -38.582390666),MINA,GUARDIA VIEJA,6,26,IGN,ESRI-World_Imagery 2010
"4533","0",Mina,,POINT(-69.2956289909999 -38.586470011),"-2","-2",-1,26,IGN,ESRI-World_Imagery 2010
"4555","0",Mina,,POINT(-69.281316319 -38.5916844989999),Mina,"-2",-1,-1,IGN,ESRI-World_Imagery 2010
"4571","0",Mina,,POINT(-69.307021402 -38.587562673),"-2","-2",-1,26,IGN,ESRI-World_Imagery 2010
"4608","0",Mina,,POINT(-69.26774627 -38.583377936),"-2","-2",-1,-1,IGN,ESRI-World_Imagery 2010
"4626","0",Mina,,POINT(-69.2609114809999 -38.582719856),Mina,"-2",-1,-1,IGN,ESRI-World_Imagery 2010
"5060","0",Mina,"-2",POINT(-69.287537851 -37.888705274),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"4665","0",Mina,TOTAL AUSTRAL S.A.,POINT(-69.287833033 -38.5880322519999),Mina,"-2",-1,-1,IGN,ESRI-World_Imagery 2010
"4692","0",Mina,TOTAL AUSTRAL S.A.,POINT(-69.274581181 -38.5840356149999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery 2010
"4708","0",Mina,MINA LA CALAN,POINT(-69.24632303 -38.5835825729999),MINA,LA CALAN,6,26,IGN,ESRI-World_Imagery 2010
"4740","0",Mina,,POINT(-69.26432886 -38.583048946),Mina,"-2",-1,-1,IGN,ESRI-World_Imagery 2010
"4752","0",Mina,MINA JORGE,POINT(-69.254076826 -38.582061347),MINA,JORGE,6,26,IGN,ESRI-World_Imagery 2010
"5096","0",Mina,"-2",POINT(-69.003119726 -37.963072471),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"4902","0",Mina,Mina Los Filos,POINT(-70.297415933 -36.740715532),Mina,Los Filos,6,284,IGN,ESRI-World_Imagery 2011/2013/IGN04/Catastro Pcial.
"4903","0",Mina,Mina Los Filos 2,POINT(-70.3069641599999 -36.7838079599999),Mina,Los Filos 2,6,284,IGN,ESRI-World_Imagery 2011/2013/IGN04/Catastro Pcial.
"4906","0",Mina,"-1",POINT(-71.204663447 -39.373257607),"-1","-1",-1,-1,IGN,Esri-Word_Imagery_2010
"4907","0",Mina,"-1",POINT(-71.031050786 -39.428337126),"-1","-1",-1,-1,IGN,Esri-Word_Imagery_2010
"4908","0",Mina,"-1",POINT(-71.0420528189999 -39.474047167),"-1","-1",-1,-1,IGN,Esri-Word_Imagery_2010
"4909","0",Mina,"-1",POINT(-71.144869538 -39.374266249),"-1","-1",-1,-1,IGN,Esri-Word_Imagery_2010
"4910","0",Mina,"-1",POINT(-71.1647088519999 -39.478116927),"-1","-1",-1,-1,IGN,Esri-Word_Imagery_2010
"4911","0",Mina,"-1",POINT(-71.101330504 -39.4540565899999),"-1","-1",-1,-1,IGN,Esri-Word_Imagery_2010
"4912","0",Mina,"-1",POINT(-71.044355422 -39.658050572),"-1","-1",-1,-1,IGN,Esri-Word_Imagery_2010
"4913","0",Mina,"-1",POINT(-71.059069172 -39.6240014369999),"-1","-1",-1,-1,IGN,Esri-Word_Imagery_2010
"4914","0",Mina,EL REENCUENTRO,POINT(-69.635619576 -38.9852856099999),"-2","-2",-1,0,IGN,
"4915","0",Mina,Berta,POINT(-69.0965225429999 -38.918556963),"-2","-2",-1,83,IGN,Esri-world_imagery-2010
"4916","0",Mina,PICHI HUINCUL II,POINT(-69.541762622 -38.907425476),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4917","0",Mina,DON MANUEL Y CONSTANTINA,POINT(-69.5982807409999 -38.9301420369999),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4919","0",Mina,MARIA ANTONINA,POINT(-69.6140047929999 -38.942761913),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4920","0",Mina,JULIO RENE,POINT(-69.649760618 -38.9991503589999),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4921","0",Mina,Esperanza,POINT(-69.068350761 -38.896157284),"-2","-2",-1,83,IGN,Esri-world_imagery-2010
"4922","0",Mina,Las Bardas,POINT(-69.02701859 -38.841958808),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4923","0",Mina,Gral. West,POINT(-69.170187041 -38.868958619),"-2","-2",-1,83,IGN,Esri-world_imagery-2010
"4924","0",Mina,DON  ENMEREGILDO,POINT(-69.613513632 -38.9885052829999),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4925","0",Mina,DO�A EMILIA,POINT(-69.643810904 -38.992780335),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4926","0",Mina,DON FRANCISCO,POINT(-69.794301075 -38.896723228),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4927","0",Mina,LILAJ COTUR,POINT(-69.625982418 -38.9872732659999),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4928","0",Mina,FABRICA,POINT(-69.8658497869999 -38.951959781),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4929","0",Mina,Rosa,POINT(-69.135178245 -38.8660847519999),"-2","-2",-1,83,IGN,Esri-world_imagery-2010
"4930","0",Mina,EL CATALAN,POINT(-69.645694157 -38.997062043),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4931","0",Mina,EL MOVIMIENTO,POINT(-69.8844676379999 -38.6819947609999),"-2","-2",-1,26,IGN,Esri-world_imagery-2010
"4932","0",Mina,DINOSAURIO,POINT(-69.8820143459999 -38.958977642),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4933","0",Mina,ALFILERILLO,POINT(-69.6510005969999 -38.990310709),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4934","0",Mina,ANACLETA PANCRACIA,POINT(-69.632241619 -38.9935553089999),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4935","0",Mina,LILI,POINT(-69.593093283 -38.9301771789999),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4936","0",Mina,Rosa,POINT(-69.1023295379999 -38.883924693),"-2","-2",-1,83,IGN,Esri-world_imagery-2010
"4937","0",Mina,LOS LADRILLONES II,POINT(-69.9656436289999 -38.708382555),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4938","0",Mina,DEMASIA A LA MINA OLASCOAGA Y MAR�A ANTONINA,POINT(-69.605712083 -38.9473840159999),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4939","0",Mina,Las Termas,POINT(-69.009086516 -38.846388557),"-2","-2",-1,26,IGN,Esri-world_imagery-2010
"4940","0",Mina,EL CERRITO,POINT(-69.620521316 -38.992946708),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4941","0",Mina,Stella,POINT(-69.2267954879999 -38.896986511),"-2","-2",-1,83,IGN,Esri-world_imagery-2010
"4942","0",Mina,MARIA ANTONINA,POINT(-69.608720153 -38.942911103),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4943","0",Mina,PICHI HUINCUL,POINT(-69.555130988 -38.910714932),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4944","0",Mina,Rara Fortuna,POINT(-69.0089386829999 -38.8551122449999),"-2","-2",-1,26,IGN,Esri-world_imagery-2010
"4945","0",Mina,REHAL,POINT(-70.011724365 -38.801001707),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4946","0",Mina,PABLO GROEBER,POINT(-69.59546454 -38.9415100959999),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4947","0",Mina,Agosto 1.976,POINT(-69.2943846059999 -38.906549126),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4948","0",Mina,EL PAJARO,POINT(-69.888659463 -38.723946348),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4949","0",Mina,La Justa,POINT(-69.028789428 -38.8266103449999),"-2","-2",-1,26,IGN,Esri-world_imagery-2010
"4950","0",Mina,AMONITE,POINT(-69.8928106129999 -38.962328682),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4951","0",Mina,LOS BISNIETOS,POINT(-69.587881809 -38.927504456),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4952","0",Mina,DON JAIME,POINT(-69.6267329839999 -38.990054186),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4953","0",Mina,JULIO SAUL,POINT(-69.5930756559999 -38.928060446),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4954","0",Mina,DON SEGISMUNDO,POINT(-69.586854879 -38.917478886),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4955","0",Mina,Barda Gonzalez,POINT(-69.00398704 -38.85617344),"-2","-2",-1,26,IGN,Esri-world_imagery-2010
"4956","0",Mina,E.M. DON FAUSTO,POINT(-69.647747161 -38.990122056),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4957","0",Mina,CERRO BANDERA,POINT(-69.569495247 -38.928852617),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4958","0",Mina,LA DULCE,POINT(-69.63957921 -38.991740735),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4959","0",Mina,Jupa,POINT(-69.117733609 -38.884000449),"-2","-2",-1,83,IGN,Esri-world_imagery-2010
"4960","0",Mina,Chita,POINT(-69.265574451 -38.9077221169999),"-2","-2",-1,83,IGN,Esri-world_imagery-2010
"4961","0",Mina,EL TOTO,POINT(-69.61974007 -38.999283896),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4962","0",Mina,JOSE ANGEL,POINT(-69.886758041 -38.6818454479999),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4963","0",Mina,Esperanza,POINT(-69.0670472749999 -38.896834231),"-2","-2",-1,83,IGN,Esri-world_imagery-2010
"4964","0",Mina,LAGARTO,POINT(-69.876578496 -38.9562757539999),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4965","0",Mina,Buena Suerte,POINT(-69.065398293 -38.8773226279999),"-2","-2",-1,83,IGN,Esri-world_imagery-2010
"4966","0",Mina,MABEL,POINT(-69.594881519 -38.935882148),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4967","0",Mina,Cora,POINT(-69.258336565 -38.919244814),"-2","-2",-1,83,IGN,Esri-world_imagery-2010
"4968","0",Mina,CERRO MESA,POINT(-69.5422455249999 -38.6969547799999),"-2","-2",-1,26,IGN,Esri-world_imagery-2010
"4969","0",Mina,Gral. West,POINT(-69.2027923699999 -38.881339843),"-2","-2",-1,83,IGN,Esri-world_imagery-2010
"4970","0",Mina,LOS LADRILLONES III,POINT(-69.958711341 -38.707655227),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4971","0",Mina,DANIEL,POINT(-69.966279226 -38.711362301),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4972","0",Mina,Tora,POINT(-69.128617458 -38.886447866),"-2","-2",-1,83,IGN,Esri-world_imagery-2010
"4973","0",Mina,Violecar I,POINT(-69.357726379 -38.973381369),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4974","0",Mina,LA BOMBONERA,POINT(-69.611240548 -38.9745246529999),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4975","0",Mina,Barda I,POINT(-69.000503281 -38.8474285839999),"-2","-2",-1,26,IGN,Esri-world_imagery-2010
"4976","0",Mina,LA LUZ,POINT(-69.53551061 -38.671880272),"-2","-2",-1,26,IGN,Esri-world_imagery-2010
"4977","0",Mina,Perú,POINT(-69.110860911 -38.90309859),"-2","-2",-1,83,IGN,Esri-world_imagery-2010
"4978","0",Mina,LOS PIMPONEROS,POINT(-69.952034107 -38.705635242),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4979","0",Mina,Paola Este,POINT(-69.43051117 -38.939342919),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4980","0",Mina,Violecar,POINT(-69.357685605 -38.9652745069999),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4981","0",Mina,VILMA,POINT(-69.6032924469999 -38.9350046989999),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4982","0",Mina,LA LINDERA,POINT(-69.599065246 -38.944839846),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4983","0",Mina,DEMASIA A LA MINA OLASCOAGA Y MAR�A ANTONINA,POINT(-69.602303299 -38.9490732679999),"-2","-2",-1,0,IGN,Esri-world_imagery-2010
"4984","0",Mina,Cantera Ñire,POINT(-71.304796459 -41.164081983),Cantera,Ñire,6,-1,IGN,ESRI-World_Imagery 2010
"4985","0",Mina,Cantera Ñire S.R.L.,POINT(-71.241293404 -41.1213944529999),Cantera,Ñire S.R.L.,6,93,IGN,ESRI-World_Imagery 2010
"4986","0",Mina,"-2",POINT(-71.335289486 -41.177919303),Cantera,"-2",6,93,IGN,ESRI-World_Imagery 2010
"4987","0",Mina,"-2",POINT(-71.3275086479999 -41.181785927),Cantera,"-2",6,93,IGN,ESRI-World_Imagery 2010
"4988","0",Pozo de Agua,"-2",POINT(-71.342558739 -41.1754803549999),Cantera,"-2",6,93,IGN,ESRI-World_Imagery 2010
"4990","0",Mina,Vialco S.A. (Áridos),POINT(-71.2081525299999 -39.6694736499999),"-1",Vialco S.A. (Áridos),6,19,IGN,Esri-Word_Imagery_2010/Catastro Pcial.
"4991","0",Mina,"-1",POINT(-71.0021158769999 -39.7407059),"-1","-1",6,-1,IGN,Esri-Word_Imagery_2010
"4992","0",Mina,(Áridos),POINT(-71.1874811329999 -39.855276069),"-1",(Áridos),6,19,IGN,"Esri-Word_Imagery_2010/IGN01/Subsecretaría de Energía, Minería e Hidrocarburos Pcial."
"4993","0",Mina,"-1",POINT(-71.086689327 -39.982486576),"-1","-1",-1,-1,IGN,Esri-Word_Imagery_2010
"4994","0",Mina,(Áridos),POINT(-71.004216438 -39.9278737069999),"-1",(Áridos),6,19,IGN,Esri-Word_Imagery_2010/IGN01
"4995","0",Mina,"-1",POINT(-71.0152900539999 -39.9252326509999),"-1","-1",-1,-1,IGN,Esri-Word_Imagery_2010
"4996","0",Mina,(Áridos),POINT(-71.028741313 -39.7837063379999),"-1",(Áridos),6,19,IGN,Esri-Word_Imagery_2010
"4997","0",Mina,"-1",POINT(-71.0679416839999 -39.747589111),"-1","-1",-1,-1,IGN,Esri-Word_Imagery_2010
"4998","0",Mina,"-1",POINT(-71.114948711 -39.736692278),"-1","-1",-1,-1,IGN,Esri-Word_Imagery_2010
"5000","0",Mina,"-1",POINT(-71.1469143479999 -39.727192448),"-1","-1",-1,-1,IGN,Esri-Word_Imagery_2010
"5001","0",Mina,J.C,POINT(-69.988965347 -37.9724588719999),"-2","-2",-1,0,IGN,ESRI-World_Imagery-2010
"5002","0",Mina,Dios Alado,POINT(-69.985242495 -37.942935399),"-2","-2",-1,0,IGN,ESRI-World_Imagery-2010
"5003","0",Mina,El Emir,POINT(-69.958132082 -37.8772996939999),"-2","-2",-1,0,IGN,ESRI-World_Imagery-2010
"5004","0",Mina,Santa Elena,POINT(-69.948912353 -37.8303834659999),"-2","-2",-1,0,IGN,ESRI-World_Imagery-2010
"5005","0",Mina,Cajón de Almanza,POINT(-69.9502820449999 -37.8449673549999),"-2","-2",-1,0,IGN,ESRI-World_Imagery-2010
"5006","0",Mina,"-2",POINT(-69.6590708269999 -37.956106526),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5007","0",Mina,"-2",POINT(-69.5584538649999 -37.983981188),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5010","0",Mina,"-2",POINT(-69.6825429909999 -37.932211794),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5011","0",Mina,"-2",POINT(-69.9860064769999 -37.9350249039999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5012","0",Mina,"-2",POINT(-69.951108892 -37.8527109849999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5013","0",Mina,"-2",POINT(-69.962336625 -37.8484975609999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5014","0",Mina,"-2",POINT(-69.9613165229999 -37.844944657),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5015","0",Mina,"-2",POINT(-69.961121192 -37.803938444),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5016","0",Mina,"-2",POINT(-69.74256222 -37.7973678189999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5017","0",Mina,"-2",POINT(-69.7037172519999 -37.7705029479999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5022","0",Mina,Cecilia,POINT(-69.9533142779999 -37.848703117),"-2","-2",-1,0,IGN,ESRI-World_Imagery-2010
"5023","0",Mina,Rayoso,POINT(-69.925773737 -37.7746773879999),"-2","-2",-1,0,IGN,ESRI-World_Imagery-2010
"5024","0",Mina,La Bronco,POINT(-69.7943767049999 -37.697754781),"-2","-2",-1,95,IGN,ESRI-World_Imagery-2010
"5025","0",Mina,Pobre Conejo,POINT(-69.7900390089999 -37.70606895),"-2","-2",-1,95,IGN,ESRI-World_Imagery-2010
"5026","0",Mina,Buen Gusto,POINT(-69.784852158 -37.7124797289999),"-2","-2",-1,95,IGN,ESRI-World_Imagery-2010
"5027","0",Mina,Manto Blanco,POINT(-69.7782702439999 -37.720241965),"-2","-2",-1,95,IGN,ESRI-World_Imagery-2010
"5028","0",Mina,Arroyo Blanco,POINT(-69.779514089 -37.7488021089999),"-2","-2",-1,95,IGN,ESRI-World_Imagery-2010
"5029","0",Mina,María Luisa,POINT(-69.786272361 -37.755745508),"-2","-2",-1,0,IGN,ESRI-World_Imagery-2010
"5030","0",Mina,"-2",POINT(-69.9934575569999 -37.9899348609999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5031","0",Mina,"-2",POINT(-69.9940196049999 -37.987504768),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5032","0",Mina,"-2",POINT(-69.995881985 -37.982685994),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5039","0",Mina,"-2",POINT(-69.482699699 -37.682215201),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5042","0",Mina,"-2",POINT(-69.119008288 -37.6850239039999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5043","0",Mina,"-2",POINT(-69.126724426 -37.703979675),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5049","0",Mina,"-2",POINT(-69.160072393 -37.784227793),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5052","0",Mina,"-2",POINT(-69.376496719 -37.8016371689999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5056","0",Mina,"-2",POINT(-69.359685414 -37.8580015439999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5057","0",Mina,"-2",POINT(-69.361134034 -37.859122245),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5059","0",Mina,"-2",POINT(-69.2883731159999 -37.886929719),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5064","0",Mina,"-2",POINT(-69.177064279 -37.8727502249999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5065","0",Mina,"-2",POINT(-69.177257746 -37.832571472),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5068","0",Mina,"-2",POINT(-69.002672864 -37.9040609539999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5069","0",Mina,"-2",POINT(-69.002658055 -37.910555486),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5070","0",Mina,"-2",POINT(-69.0066429519999 -37.9088676329999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5072","0",Mina,"-2",POINT(-69.010331761 -37.9103274139999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5073","0",Mina,"-2",POINT(-69.033017649 -37.951519344),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5076","0",Mina,"-2",POINT(-69.0273218459999 -37.927680847),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5077","0",Mina,"-2",POINT(-69.174852339 -37.932090972),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5078","0",Mina,"-2",POINT(-69.176227177 -37.9003326659999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5079","0",Mina,"-2",POINT(-69.178208533 -37.921698786),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5081","0",Mina,"-2",POINT(-69.2808850489999 -37.894704754),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5082","0",Mina,"-2",POINT(-69.4321739109999 -37.916312773),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5084","0",Mina,"-2",POINT(-69.2157067599999 -37.962370501),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5086","0",Mina,"-2",POINT(-69.1823828989999 -37.934293281),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5092","0",Mina,"-2",POINT(-69.0226658029999 -37.9753829909999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5093","0",Mina,"-2",POINT(-69.026854263 -37.999219301),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5131","0",Mina,"-2",POINT(-68.6870650769999 -37.3604793219999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5132","0",Mina,"-2",POINT(-68.673846993 -37.3718368099999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5133","0",Mina,"-2",POINT(-68.7772707 -37.374622549),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5134","0",Mina,"-2",POINT(-68.871992967 -37.397814952),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5135","0",Mina,"-2",POINT(-68.993492061 -37.376009241),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5136","0",Mina,"-2",POINT(-68.954426911 -37.3979989699999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5137","0",Mina,"-2",POINT(-68.959306458 -37.3925367159999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5139","0",Mina,"-2",POINT(-68.9098457819999 -37.416656855),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5140","0",Mina,"-2",POINT(-68.911486204 -37.409425186),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5141","0",Mina,"-2",POINT(-68.8952225 -37.452464872),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5143","0",Mina,"-2",POINT(-68.8688936409999 -37.456465856),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5144","0",Mina,"-2",POINT(-68.863824356 -37.46342299),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5145","0",Mina,"-2",POINT(-68.844585259 -37.447150757),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5149","0",Mina,"-2",POINT(-68.737894045 -37.4527489609999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5152","0",Mina,"-2",POINT(-68.7393947159999 -37.6091819119999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5171","0",Mina,"-2",POINT(-68.26600932 -37.647283359),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5172","0",Mina,"-2",POINT(-68.267137893 -37.6491318669999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5195","0",Mina,"-2",POINT(-68.010583449 -37.664951485),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5271","0",Mina,"-2",POINT(-68.177428333 -37.482630286),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5304","0",Mina,"-2",POINT(-68.1180576679999 -37.489018314),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5462","0",Mina,"-2",POINT(-68.1559714639999 -37.659915605),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5496","0",Mina,"-2",POINT(-68.2654645329999 -37.6371326399999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5497","0",Mina,"-2",POINT(-68.216972024 -37.627389325),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5501","0",Mina,"-2",POINT(-68.208727213 -37.6288994669999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5561","0",Mina,"-2",POINT(-68.2328973959999 -37.4546023419999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5562","0",Mina,"-2",POINT(-68.234812629 -37.4467256029999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5644","0",Mina,"-2",POINT(-68.1176781789999 -37.490760456),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5652","0",Mina,"-2",POINT(-68.0414258289999 -37.547260294),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5656","0",Mina,"-2",POINT(-68.1103136469999 -37.5849883609999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5660","0",Mina,"-2",POINT(-68.133098656 -37.570964825),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5668","0",Mina,"-2",POINT(-68.31412418 -37.6501306879999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5669","0",Mina,"-2",POINT(-68.318175168 -37.61197699),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5670","0",Mina,"-2",POINT(-68.3154487589999 -37.6047635319999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5671","0",Mina,"-2",POINT(-68.28266418 -37.657361984),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5672","0",Mina,"-2",POINT(-68.259147932 -37.606950732),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5675","0",Mina,"-2",POINT(-68.2772399999999 -37.44814923),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5912","0",Mina,"-2",POINT(-68.370874445 -37.4044530849999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5913","0",Mina,"-2",POINT(-68.37886341 -37.4285561639999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5963","0",Mina,"-2",POINT(-68.454615404 -37.405949012),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5964","0",Mina,"-2",POINT(-68.457980237 -37.407621314),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5992","0",Mina,"-2",POINT(-68.460914601 -37.400572344),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5993","0",Mina,"-2",POINT(-68.4577308899999 -37.413658453),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5994","0",Mina,"-2",POINT(-68.458586366 -37.411068665),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"5998","0",Mina,"-2",POINT(-68.461444934 -37.434354206),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"6000","0",Mina,"-2",POINT(-68.467534631 -37.5252155169999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"6002","0",Mina,"-2",POINT(-68.436818842 -37.508315484),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
"6043","0",Mina,"-2",POINT(-68.3261932409999 -37.4284928339999),"-2","-2",-1,-1,IGN,ESRI-World_Imagery-2010
