gid,entidad,objeto,fna,geom,gna,nam,fun,ppo,sag,fdc
"4107","0",Mina,(Celestina),POINT(-70.1541424339999 -37.5626089369999),"-1","-1",6,-1,IGN,Dirección de Geografía IGN/IGN04
"4108","0",Mina,(Celestina),POINT(-70.150565354 -37.5642009489999),"-1","-1",6,-1,IGN,Dirección de Geografía IGN/IGN04
"4109","0",Mina,(Celestina),POINT(-70.1553189489999 -37.567318933),"-1","-1",6,-1,IGN,Dirección de Geografía IGN/IGN04
"4110","0",Mina,(Celestina),POINT(-70.150006807 -37.569410075),"-1","-1",6,-1,IGN,Dirección de Geografía IGN/IGN04
"4111","0",Mina,(Celestina),POINT(-70.156863867 -37.575457104),"-1","-1",6,-1,IGN,Dirección de Geografía IGN/IGN04
"4112","0",Mina,(Celestina),POINT(-70.151040714 -37.576973493),"-1","-1",6,-1,IGN,Dirección de Geografía IGN/IGN04
"4113","0",Mina,(Celestina),POINT(-70.151064482 -37.582134637),"-1","-1",6,-1,IGN,Dirección de Geografía IGN/IGN04
"4114","0",Mina,(Celestina),POINT(-70.155984452 -37.5864290389999),"-1","-1",6,-1,IGN,Dirección de Geografía IGN/IGN04
"4115","0",Mina,(Piedra Laja),POINT(-70.251395852 -37.336427664),"-1","-1",6,-1,IGN,Dirección de Geografía IGN/IGN04
"4116","0",Mina,(Calcáreo),POINT(-70.263809323 -37.336858713),"-1","-1",6,185,IGN,Dirección de Geografía IGN/IGN04
"4117","0",Mina,(Calcáreo),POINT(-70.26644096 -37.3356924299999),"-1","-1",6,185,IGN,Dirección de Geografía IGN/IGN04
"4118","0",Mina,(Calcáreo),POINT(-70.26611602 -37.333394632),"-1","-1",6,185,IGN,Dirección de Geografía IGN/IGN04
"4119","0",Mina,(Piedra Laja),POINT(-70.253423155 -37.383976487),"-1","-1",6,-1,IGN,Dirección de Geografía IGN/IGN04
"4120","0",Mina,(Piedra Laja),POINT(-70.249206714 -37.3877614269999),"-1","-1",6,-1,IGN,Dirección de Geografía IGN/IGN04
"4121","0",Mina,(Piedra de Construcción),POINT(-70.2420566869999 -37.384995816),"-1","-1",6,93,IGN,Dirección de Geografía IGN/IGN04
"4122","0",Mina,(Piedra de Construcción),POINT(-70.247138783 -37.3899176689999),"-1","-1",6,93,IGN,Dirección de Geografía IGN/IGN04
"4123","0",Mina,(Piedra Laja),POINT(-70.223043053 -37.397569586),"-1","-1",6,-1,IGN,Dirección de Geografía IGN/IGN04
"4124","0",Mina,(Áridos),POINT(-70.328645845 -37.3551801899999),"-1","-1",6,19,IGN,Dirección de Geografía IGN/IGN04
"4127","0",Mina,,POINT(-70.44198426 -39.5907301619999),,,6,-1,IGN,Esri-Word_Imagery
"4128","0",Mina,,POINT(-70.140376158 -39.665265222),,,6,-1,IGN,Esri-Word_Imagery
"4129","0",Mina,Mina La Esperanza y Julio César (Baritina),POINT(-70.331671709 -37.6962672729999),Mina,La Esperanza y Julio César (Baritina),6,-1,IGN,IGN01/IGN04
"4130","0",Mina,(Baritina),POINT(-70.321075376 -37.707135921),"-1","-1",-1,-1,IGN,IGN04/Dir. Geografía IGN
"4131","0",Mina,(Baritina),POINT(-70.313027596 -37.705218848),"-1","-1",-1,-1,IGN,IGN04/Dir. Geografía IGN
"4132","0",Mina,(Baritina),POINT(-70.3078281049999 -37.7093176889999),"-1","-1",6,-1,IGN,IGN04/Dir. Geografía IGN
"4133","0",Mina,(Baritina),POINT(-70.304747589 -37.7083785199999),"-1","-1",6,-1,IGN,IGN04/Dir. Geografía IGN
"4134","0",Mina,(Baritina),POINT(-70.3065292379999 -37.7109900369999),"-1","-1",-1,-1,IGN,IGN04/Dir. Geografía IGN
"4135","0",Mina,(Baritina),POINT(-70.313306596 -37.7151604909999),"-1","-1",6,-1,IGN,IGN04/Dir. Geografía IGN
"4136","0",Mina,(Baritina),POINT(-70.306073285 -37.7163967509999),"-1","-1",6,-1,IGN,IGN04/Dir. Geografía IGN
"4137","0",Mina,(Baritina),POINT(-70.3479710939999 -37.730141064),"-1","-1",6,-1,IGN,IGN04/Dir. Geografía IGN
"4138","0",Mina,(Baritina),POINT(-70.346938629 -37.731726575),"-1","-1",6,-1,IGN,IGN04/Dir. Geografía IGN
"4139","0",Mina,(Baritina),POINT(-70.347870738 -37.7361758439999),"-1","-1",6,-1,IGN,IGN04/Dir. Geografía IGN
"4140","0",Mina,(Hierro),POINT(-70.340170647 -37.7290859619999),"-1","-1",-1,58,IGN,IGN04/Dir. Geografía IGN
"4141","0",Mina,(Baritina),POINT(-70.184928252 -37.791402116),"-1","-1",-1,-1,IGN,IGN04/Dir. Geografía IGN
"4145","0",Mina,(Baritina),POINT(-70.530583002 -37.993439269),"-1","-1",6,-1,IGN,IGN04/Dir. Geografía IGN
"4146","0",Mina,(Baritina),POINT(-70.556538129 -37.990630398),"-1","-1",6,-1,IGN,IGN04/Dir. Geografía IGN
"4147","0",Mina,(Baritina),POINT(-70.549920135 -37.9953899569999),"-1","-1",6,-1,IGN,IGN04/Dir. Geografía IGN
"4148","0",Mina,(Baritina),POINT(-70.5454921159999 -37.9954959249999),"-1","-1",6,-1,IGN,IGN04/DIr. Geografía IGN
"4149","0",Mina,(Baritina),POINT(-70.561827237 -37.993729591),"-1","-1",6,-1,IGN,IGN04/Dir. Geografía IGN
"4150","0",Mina,(Manganeso y Baritina),POINT(-70.540522214 -37.993366324),"-1","-1",6,-1,IGN,IGN04/Dir. Geografía IGN
"4151","0",Mina,(Manganeso y Baritina),POINT(-70.5405351539999 -37.990608615),"-1","-1",6,-1,IGN,IGN04/Dir. Geografía IGN
"4152","0",Mina,(Áridos),POINT(-70.576680105 -37.981711831),"-1","-1",6,19,IGN,IGN04/Dir. Geografía IGN
"4153","0",Mina,(Áridos),POINT(-70.986642592 -37.899666579),"-1","-1",6,19,IGN,"IGN04/Subsecretaría de Energía, Minería e Hidrocarburos Pcial."
"4154","0",Mina,(Áridos),POINT(-70.6523654649999 -37.7521788299999),"-1","-1",6,19,IGN,"IGN04/Subsecretaría de Energía, Minería e Hidrocarburos Pcial."
"4155","0",Mina,Baritina,POINT(-70.036557697 -38.315790589),"-1","-1",6,-1,IGN,Esri-World_Imagery/IGN Dir. Geografía
"4156","0",Mina,(Baritina),POINT(-70.0443386329999 -38.3325755669999),"-1","-1",6,0,IGN,Esri-World_Imagery/IGN Dir. Geografía
"4157","0",Mina,Mina La Victoria,POINT(-70.4123660019999 -38.252002772),Mina,La Victoria,2,59,IGN,IGN01
"4158","0",Mina,Mina Mongol I (Baritina),POINT(-70.486949534 -38.077240611),Mina,Mongol I,2,-1,IGN,IGN01
"4159","0",Mina,Cantera,POINT(-70.036815481 -38.31989576),Cantera,"-1",6,-1,IGN,IGN01
"4160","0",Mina,(Hierro y Cobre),POINT(-70.45012875 -38.163799883),"-1","-1",-1,58,IGN,IGN04/IGN Dir. Geografía
"4164","0",Mina,"-1",POINT(-70.5620856639999 -38.00192458),"-1","-1",-1,-1,IGN,Esri-World_Imagery
"4165","0",Mina,"-1",POINT(-70.542105169 -38.000747189),"-1","-1",-1,-1,IGN,Esri-World_Imagery
"4166","0",Mina,"-1",POINT(-70.536494761 -38.005494122),"-1","-1",-1,-1,IGN,Esri-World_Imagery
"4167","0",Mina,"-1",POINT(-70.55356345 -38.013187511),"-1","-1",-1,-1,IGN,Esri-World_Imagery
"4168","0",Mina,"-1",POINT(-70.5612087969999 -38.0213550619999),"-1","-1",-1,-1,IGN,Esri-World_Imagery
"4169","0",Mina,"-1",POINT(-70.548160298 -38.028225521),"-1","-1",-1,-1,IGN,Esri-World_Imagery
"4170","0",Mina,Mina La Rosita (Baritina),POINT(-70.55537601 -38.032522048),Mina,La Rosita,-1,-1,IGN,Esri-World_Imagery/IGN04/IGN 500KGeografía
"4171","0",Mina,(Baritina),POINT(-70.5547580429999 -38.0379884069999),"-1","-1",-1,-1,IGN,Esri-World_Imagery/IGN04/Geografía
"4172","0",Mina,"-1",POINT(-70.53908638 -38.0438603009999),"-1","-1",-1,-1,IGN,Esri-World_Imagery
"4173","0",Mina,(Baritina),POINT(-70.546855192 -38.0472260029999),"-1","-1",-1,-1,IGN,Esri-World_Imagery/IGN04/Geografía
"4174","0",Mina,Mina La Constancia,POINT(-70.5397866559999 -38.0522282119999),Mina,La Constancia,-1,-1,IGN,Esri-World_Imagery/IGN04/SEGEMAR B34
"4175","0",Mina,(Baritina),POINT(-70.579574244 -38.0613994249999),"-1","-1",-1,-1,IGN,Esri-World_Imagery/IGN04/Geografía
"4176","0",Mina,(Asfaltita),POINT(-70.576104109 -38.0650214569999),"-1","-1",-1,-1,IGN,Esri-World_Imagery/IGN04/Geografía
"4177","0",Mina,"-1",POINT(-70.534042079 -38.236911274),"-1","-1",-1,-1,IGN,Esri-World_Imagery
"4178","0",Mina,(Hierro y cobre),POINT(-70.55599533 -38.247529367),"-1","-1",-1,58,IGN,Esri-World_Imagery/IGN04/Geografía
"4179","0",Mina,Mina Campana Mahuida (Plomo),POINT(-70.5467331249999 -38.2187398029999),Mina,Campana Mahuida,-1,-1,IGN,Esri-World_Imagery/IGN04/IGN 3972-06 1955
"4180","0",Mina,(Cobre),POINT(-70.544110464 -38.212514965),"-1","-1",-1,26,IGN,Esri-World_Imagery/Geografía/IGN04
"4181","0",Mina,"Mina La Silvita (Plomo, Plata, Zinc)",POINT(-70.6108333029999 -38.143944682),Mina,La Silvita,-1,105,IGN,IGN04/SEGEMAR
"4182","0",Mina,"Mina Don Agustín (Plomo, Plata, Zinc)",POINT(-70.624451463 -38.061666449),Mina,Don Agustín,-1,105,IGN,IGN04/SEGEMAR/Geografía
"4183","0",Mina,"(Plomo, Plata, Zinc)",POINT(-70.6146511379999 -38.3247452859999),"-1","-1",-1,105,IGN,IGN04/SEGEMAR
"4184","0",Mina,"Mina 4 de Mayo (Plomo, Plata, Zinc)",POINT(-70.5060478949999 -38.280251413),Mina,4 de Mayo,-1,105,IGN,IGN04/SEGEMAR
"4185","0",Mina,"-1",POINT(-70.534443795 -38.235792525),"-1","-1",-1,58,IGN,Geografía/IGN04
"4186","0",Mina,"-1",POINT(-70.533136226 -38.2387269129999),"-1","-1",-1,58,IGN,Geografía/IGN04
"4187","0",Mina,(Baritina),POINT(-70.5542586839999 -38.003059734),"-1","-1",-1,-1,IGN,Geografía/IGN04
"4188","0",Mina,(Celestina),POINT(-70.212970663 -38.592051376),"-2","-2",-1,-1,IGN,Esri-World_Imagery/Dir. Geografía IGN/IGN04
"4189","0",Mina,Cantera Di Pietro (Cal),POINT(-70.003534067 -38.5966695019999),Cantera,Di Pietro,6,14,IGN,IGN01/IGN04
"4190","0",Mina,Cantera Vaca Muerta (Cal),POINT(-70.031624331 -38.648983604),Cantera,Vaca Muerta,6,14,IGN,IGN01/IGN04
"4191","0",Mina,Cantera (Cal),POINT(-70.131808587 -38.5748387849999),Cantera,"-1",6,14,IGN,IGN01/IGN04
"4192","0",Mina,Cantera (Ripio),POINT(-70.3329059549999 -38.535294505),Cantera,"-1",6,19,IGN,IGN01/IGN04
"4193","0",Mina,Cantera,POINT(-70.367036834 -38.6096518209999),Cantera,"-1",6,-1,IGN,IGN01/IGN04
"4194","0",Mina,Cantera (Cal),POINT(-70.122188233 -38.564587444),Cantera,"-1",6,14,IGN,IGN01/IGN04
"4195","0",Mina,Cantera (Cal),POINT(-70.117735626 -38.558929292),Cantera,"-1",6,14,IGN,IGN01/IGN04
"4196","0",Mina,Cantera (Cal),POINT(-70.1743947419999 -38.586176989),Cantera,"-1",6,14,IGN,Dirección Geografía IGN/IGN04
"4197","0",Mina,Cantera (Cal),POINT(-70.1750549989999 -38.595107183),Cantera,"-1",6,14,IGN,IGN01/IGN04
"4198","0",Mina,Cantera (Cal),POINT(-70.022598825 -38.610184349),Cantera,"-1",6,14,IGN,IGN01/IGN04
"4199","0",Mina,Cantera (Cal),POINT(-70.2109497229999 -38.5953702899999),Cantera,"-1",6,14,IGN,IGN01/IGN04
"4200","0",Mina,Cantera (Cal),POINT(-70.229301804 -38.6032086399999),Cantera,"-1",6,14,IGN,IGN01/IGN04
"4201","0",Mina,Cantera (Cal),POINT(-70.179274526 -38.588118106),Cantera,"-1",6,14,IGN,IGN01/IGN04
"4202","0",Mina,La Porfia (Baritina),POINT(-70.101005872 -38.539525721),"-1",La Porfia,-1,-1,IGN,Dir. de Geografía IGN/500K/IGN04
"4203","0",Mina,La Porfia (Baritina),POINT(-70.102166815 -38.54043998),"-1",La Porfia,-1,-1,IGN,Dir. de Geografía IGN/500K/IGN04
"4204","0",Mina,La Porfia (Baritina),POINT(-70.103150484 -38.541130499),"-1",La Porfia,-1,-1,IGN,Dir. de Geografía IGN/500K/IGN04
"4205","0",Mina,(Baritina),POINT(-70.153664444 -38.5749652879999),"-1","-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4206","0",Mina,(Celestina),POINT(-70.218914603 -38.594179181),"-1","-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4207","0",Mina,(Baritina),POINT(-70.231903844 -38.5965948109999),"-1","-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4208","0",Mina,(Baritina),POINT(-70.2463566439999 -38.596527378),"-1","-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4209","0",Mina,(Baritina),POINT(-70.255190458 -38.599264843),"-1","-1",-1,-1,IGN,Dir. de Geografía IGN/IGN04
"4210","0",Mina,(Celestina),POINT(-70.265477554 -38.597190069),"-1","-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4211","0",Mina,(Celestina),POINT(-70.287630985 -38.601745861),"-1","-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4212","0",Mina,Cantera (Piedra Caliza),POINT(-70.230044117 -38.635873223),Cantera,"-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4213","0",Mina,Cantera (Yeso),POINT(-70.2200447119999 -38.6288755489999),Cantera,"-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4214","0",Mina,Cantera (Yeso),POINT(-70.125365893 -38.5579601659999),Cantera,"-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4215","0",Mina,Cantera (Piedra Caliza),POINT(-70.012227308 -38.5714062499999),Cantera,"-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4216","0",Mina,Cantera (Yeso),POINT(-70.036316185 -38.653004246),Cantera,"-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4217","0",Mina,Cantera (Piedra Caliza),POINT(-70.3270670319999 -38.608787293),Cantera,"-1",6,-1,IGN,Dir. Geografía IGN/IGN04
"4218","0",Mina,Cantera (Toba),POINT(-70.400696356 -38.655394449),Cantera,"-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4219","0",Mina,Cantera (Áridos),POINT(-70.035010063 -38.3824131929999),Cantera,"-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4220","0",Mina,(Celestina),POINT(-70.0534571859999 -38.341808676),"-1","-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4221","0",Mina,(Baritina),POINT(-70.0522421379999 -38.3384568389999),"-1","-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4222","0",Mina,(Baritina),POINT(-70.0461949039999 -38.334586031),"-1","-1",6,-1,IGN,Dir. Geografía IGN/IGN04
"4223","0",Mina,Cantera (Yeso),POINT(-70.076116795 -38.35621251),Cantera,"-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4224","0",Mina,Cantera (Yeso),POINT(-70.083363048 -38.361910972),Cantera,"-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4225","0",Mina,Cantera (Yeso),POINT(-70.083315106 -38.366907458),"-1","-1",-1,-1,IGN,Dir. Geografía IGN/IGN04
"4227","0",Mina,Martín,POINT(-69.9294574369999 -38.594598224),Mina de azufre,"-2",6,-1,IGN,ESRI-World_Imagery 2010
"4228","0",Mina,18 de Abril,POINT(-69.93790181 -38.586441083),Mina de celestina,"-2",6,-1,IGN,ESRI-World_Imagery 2010
"4229","0",Mina,Stella Maris,POINT(-69.933335545 -38.570808454),Mina de celestina,"-2",6,93,IGN,ESRI-World_Imagery 2010
"4230","0",Mina,Picunches,POINT(-69.948238795 -38.564696652),Mina de celestina,"-2",6,93,IGN,ESRI-World_Imagery 2010
"4231","0",Mina,Rica,POINT(-69.758143898 -38.4737641689999),Mina de arcilla,"-2",6,93,IGN,ESRI-World_Imagery 2010
"4232","0",Mina,Lainez,POINT(-69.7756968799999 -38.488389914),Mina de arcilla,"-2",6,17,IGN,ESRI-World_Imagery 2010
"4233","0",Mina,Nisnofla,POINT(-69.8021111259999 -38.5164261039999),Mina de arcilla,"-2",6,17,IGN,ESRI-World_Imagery 2010
"4234","0",Mina,Otupac,POINT(-69.7989773689999 -38.515313233),Mina de arcilla,"-2",6,17,IGN,ESRI-World_Imagery 2010
"4235","0",Mina,La Rosa,POINT(-69.784712774 -38.588927638),Mina de arcilla,"-2",6,17,IGN,ESRI-World_Imagery 2010
"4236","0",Mina,La Cualidad,POINT(-69.725980939 -38.655287981),Mina de arcilla,"-2",6,17,IGN,ESRI-World_Imagery 2010
"4237","0",Mina,Martín Leonel,POINT(-69.72116708 -38.6563987339999),Mina de arcilla,"-2",6,17,IGN,ESRI-World_Imagery 2010
"4238","0",Mina,Don José,POINT(-69.744017662 -38.658037292),Mina de arcilla,"-2",6,17,IGN,ESRI-World_Imagery 2010
"4239","0",Mina,Isla,POINT(-69.737486588 -38.659823235),Mina de arcilla,"-2",6,17,IGN,ESRI-World_Imagery 2010
"4240","0",Mina,La Perla,POINT(-69.734474688 -38.6643668039999),Mina de arcilla,"-2",6,17,IGN,ESRI-World_Imagery 2010
"4246","0",Mina,Sin información,POINT(-69.976078866 -38.5584153779999),Mina de celestina,"-2",6,93,IGN,ESRI-World_Imagery 2010
"4247","0",Mina,Sin información,POINT(-69.989617999 -38.560937606),Mina de celestina,"-2",6,93,IGN,ESRI-World_Imagery 2010
"4248","0",Mina,Sin información,POINT(-69.9820477439999 -38.575794564),Mina de celestina,"-2",6,93,IGN,ESRI-World_Imagery 2010
"4263","0",Mina,"-1",POINT(-68.5571599909999 -37.7880568689999),"-1","-1",6,19,IGN,ESRI-World_Imagery_2010
"4328","0",Mina,(Mármol),POINT(-69.8622235779999 -37.571438585),"-1",(Mármol),6,66,IGN,Esri-World_Imagery/IGN Dir. Geografía
"4329","0",Mina,(Áridos),POINT(-69.5159575279999 -37.645852799),"-1",(Áridos),6,19,IGN,Esri-World_Imagery/Catastro Pcial.
"4330","0",Mina,(Áridos),POINT(-69.896521058 -37.4320654479999),"-1",(Áridos),6,19,IGN,Esri-World_Imagery/Catastro Pcial.
"4363","0",Mina,"-1",POINT(-69.113683024 -37.4996616459999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4342","0",Mina,"-1",POINT(-69.307988364 -37.34213736),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4343","0",Mina,(Diatomita),POINT(-69.918634652 -37.56291899),"-1",(Diatomita),6,-1,IGN,IGN Dir. Geografía
"4344","0",Mina,(Asfaltita),POINT(-69.959953529 -37.363482276),"-1",(Asfaltita),6,-1,IGN,IGN Dir. Geografía
"4345","0",Mina,"-1",POINT(-69.203384522 -37.353589617),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4346","0",Mina,(Áridos),POINT(-69.310263999 -37.3807203919999),"-1",(Áridos),6,19,IGN,ESRI-World_Imagery-2010/IGN04/Catastro Pcial.
"4347","0",Mina,"-1",POINT(-69.4583867389999 -37.6359560019999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4348","0",Mina,"-1",POINT(-69.0043448769999 -37.3417130029999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4349","0",Mina,(Áridos),POINT(-69.040161392 -37.358040708),"-1",(Áridos),6,19,IGN,ESRI-World_Imagery-2010/IGN04/Dirección Geografía IGN
"4350","0",Mina,(Calcáreo),POINT(-69.0337198569999 -37.3653979659999),"-1",(Calcáreo),6,185,IGN,ESRI-World_Imagery-2010/IGN04/Dirección Geografía IGN
"4351","0",Mina,(Calcáreo),POINT(-69.0397853919999 -37.365520911),"-1",(Calcáreo),6,185,IGN,ESRI-World_Imagery-2010/IGN04/Dirección Geografía IGN
"4352","0",Mina,(Áridos),POINT(-69.2894486719999 -37.364269195),"-1",(Áridos),6,19,IGN,ESRI-World_Imagery-2010/IGN04/Catastro Pcial.
"4353","0",Mina,"-1",POINT(-69.334539459 -37.33515649),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4354","0",Mina,"-1",POINT(-69.3564255429999 -37.3984949659999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4355","0",Mina,(Áridos),POINT(-69.225247146 -37.373249678),"-1",(Áridos),6,19,IGN,ESRI-World_Imagery-2010/IGN04/Catastro Pcial.
"4356","0",Mina,"-1",POINT(-69.038770433 -37.3693223999999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4357","0",Mina,"-1",POINT(-69.306005537 -37.417498183),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4358","0",Mina,"-1",POINT(-69.3697606169999 -37.435818645),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4359","0",Mina,"-1",POINT(-69.336914537 -37.4471734329999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4360","0",Mina,"-1",POINT(-69.104403126 -37.4658284069999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4361","0",Mina,"-1",POINT(-69.003095194 -37.4972726669999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4362","0",Mina,"-1",POINT(-69.058926867 -37.474553573),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4364","0",Mina,"-1",POINT(-69.20781807 -37.4991583899999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4365","0",Mina,"-1",POINT(-69.037295484 -37.533192217),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4366","0",Mina,"-1",POINT(-69.09928431 -37.608939721),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4367","0",Mina,"-1",POINT(-69.110527264 -37.6331888079999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4368","0",Mina,"-1",POINT(-69.035732076 -37.644295826),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4369","0",Mina,"-1",POINT(-69.066337656 -37.561523816),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4370","0",Mina,"-1",POINT(-69.20010618 -37.478889651),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4371","0",Mina,"-1",POINT(-69.288445861 -37.5267844169999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4372","0",Mina,"-1",POINT(-69.116834454 -37.462237661),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4373","0",Mina,"-1",POINT(-69.336389476 -37.3988209779999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4374","0",Mina,"-1",POINT(-69.3731584939999 -37.4005769409999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4375","0",Mina,"-1",POINT(-69.340994011 -37.37540967),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4378","0",Mina,"-1",POINT(-69.421623746 -37.361104822),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4379","0",Mina,"-1",POINT(-69.3840496779999 -37.39488603),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4380","0",Mina,"-1",POINT(-69.429388364 -37.382261958),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4381","0",Mina,"-1",POINT(-69.215930842 -37.3529773929999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4382","0",Mina,"-1",POINT(-69.212088485 -37.349806509),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4383","0",Mina,"-1",POINT(-69.194381818 -37.3610264179999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4384","0",Mina,"-1",POINT(-69.1005531069999 -37.344193644),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4385","0",Mina,"-1",POINT(-69.1758014609999 -37.349161153),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4387","0",Mina,"-1",POINT(-69.064361036 -37.35489519),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4388","0",Mina,"-1",POINT(-69.345927285 -37.477622256),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4389","0",Mina,"-1",POINT(-69.390955994 -37.4202106279999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4390","0",Mina,(Áridos),POINT(-69.3007710759999 -37.423505727),"-1",(Áridos),6,19,IGN,ESRI-World_Imagery-2010/IGN04/Catastro Pcial.
"4391","0",Mina,"-1",POINT(-69.039627251 -37.371501526),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4392","0",Mina,"-1",POINT(-69.1260007879999 -37.381158673),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4393","0",Mina,"-1",POINT(-69.3663628269999 -37.338970977),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4394","0",Mina,"-1",POINT(-69.350370373 -37.342021234),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4395","0",Mina,"-1",POINT(-69.32367793 -37.3383433509999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4396","0",Mina,"-1",POINT(-69.3718529559999 -37.417960394),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4397","0",Mina,"-1",POINT(-69.377016387 -37.416530338),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4398","0",Mina,"-1",POINT(-69.391312189 -37.40605833),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4399","0",Mina,"-1",POINT(-69.131448857 -37.4218982249999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4400","0",Mina,(Áridos),POINT(-69.267182901 -37.382678165),"-1",(Áridos),6,19,IGN,ESRI-World_Imagery-2010/IGN04/Catastro Pcial.
"4401","0",Mina,"-1",POINT(-69.338936873 -37.419266192),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4402","0",Mina,"-1",POINT(-69.333485576 -37.4234297469999),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4403","0",Mina,"-1",POINT(-69.021860569 -37.338506958),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4404","0",Mina,"-1",POINT(-69.016637884 -37.349288165),"-1","-1",-1,-1,IGN,ESRI-World_Imagery-2010
"4408","0",Mina,"-1",POINT(-71.012163803 -39.0985509289999),"-1","-1",6,-1,IGN,Esri-Word_Imagery_2010
"4409","0",Mina,(Áridos),POINT(-71.007058603 -39.025307561),"-1","-1",6,19,IGN,Esri-Word_Imagery_2010/IGN04/Catastro Pcial.
"4410","0",Mina,(Granito),POINT(-71.132996638 -39.131432892),"-1","-1",6,50,IGN,Esri-Word_Imagery_2010/Dir. Geogafía IGN
"4411","0",Mina,(Áridos),POINT(-71.02997848 -39.115905399),"-1","-1",6,19,IGN,"Esri-Word_Imagery_2010/Subsecretaría de Energía, Minería e Hidrocarburos Pcial."
"4412","0",Mina,Extraviata,POINT(-68.495046207 -39.008960956),"-2","-2",-1,17,IGN,Esri-world_imagery-2010
"4429","0",Mina,TOTAL AUSTRAL S.A.,POINT(-69.280808395 -38.585412376),"-2","-2",-1,-1,IGN,ESRI-World_Imagery 2010
