,clasificacion,BARRIO
2021-05-23,327.0,PARQUE PATRICIOS
2021-05-30,374.0,PARQUE PATRICIOS
2021-06-06,283.0,PARQUE PATRICIOS
2021-06-13,306.0,PARQUE PATRICIOS
2021-06-20,203.0,PARQUE PATRICIOS
2021-06-27,202.0,PARQUE PATRICIOS
2021-07-04,186.0,PARQUE PATRICIOS
2021-07-11,164.0,PARQUE PATRICIOS
2021-07-18,118.0,PARQUE PATRICIOS
2021-07-25,135.0,PARQUE PATRICIOS
2021-08-01,118.0,PARQUE PATRICIOS
2021-08-08,96.0,PARQUE PATRICIOS
2021-08-15,68.0,PARQUE PATRICIOS
2021-08-22,59.0,PARQUE PATRICIOS
2021-08-29,51.0,PARQUE PATRICIOS
2021-09-05,36.0,PARQUE PATRICIOS
2021-09-12,39.0,PARQUE PATRICIOS
2021-09-19,17.0,PARQUE PATRICIOS
2021-09-26,18.0,PARQUE PATRICIOS
2021-10-03,14.0,PARQUE PATRICIOS
2021-10-10,17.0,PARQUE PATRICIOS
2021-10-17,25.0,PARQUE PATRICIOS
2021-10-24,27.0,PARQUE PATRICIOS
2021-10-31,32.0,PARQUE PATRICIOS
2021-11-07,38.0,PARQUE PATRICIOS
2021-11-14,53.0,PARQUE PATRICIOS
2021-11-21,33.0,PARQUE PATRICIOS
2021-11-28,54.0,PARQUE PATRICIOS
2021-12-05,73.0,PARQUE PATRICIOS
2021-12-12,103.0,PARQUE PATRICIOS
2021-12-19,179.0,PARQUE PATRICIOS
2021-12-26,484.0,PARQUE PATRICIOS
2022-01-02,1719.0,PARQUE PATRICIOS
2022-01-09,4106.0,PARQUE PATRICIOS
2022-01-16,3500.0,PARQUE PATRICIOS
2022-01-23,1856.0,PARQUE PATRICIOS
2022-01-30,1004.0,PARQUE PATRICIOS
2022-02-06,480.0,PARQUE PATRICIOS
2022-02-13,252.0,PARQUE PATRICIOS
2022-02-20,160.0,PARQUE PATRICIOS
2022-02-27,99.0,PARQUE PATRICIOS
2022-03-06,62.0,PARQUE PATRICIOS
2022-03-13,54.0,PARQUE PATRICIOS
2022-03-20,40.0,PARQUE PATRICIOS
2022-03-27,30.0,PARQUE PATRICIOS
2022-04-03,28.0,PARQUE PATRICIOS
2022-04-10,36.0,PARQUE PATRICIOS
2022-04-17,31.0,PARQUE PATRICIOS
2022-04-24,51.0,PARQUE PATRICIOS
2022-05-01,45.0,PARQUE PATRICIOS
2022-05-08,88.0,PARQUE PATRICIOS
2022-05-15,230.0,PARQUE PATRICIOS
2022-05-22,260.0,PARQUE PATRICIOS
2022-05-29,266.0,PARQUE PATRICIOS
2022-06-05,180.0,PARQUE PATRICIOS
2020-03-29,0.0,PATERNAL
2020-04-05,1.0,PATERNAL
2020-04-12,0.0,PATERNAL
2020-04-19,0.0,PATERNAL
2020-04-26,1.0,PATERNAL
2020-05-03,0.0,PATERNAL
2020-05-10,2.0,PATERNAL
2020-05-17,2.0,PATERNAL
2020-05-24,6.0,PATERNAL
2020-05-31,33.0,PATERNAL
2020-06-07,22.0,PATERNAL
2020-06-14,31.0,PATERNAL
2020-06-21,53.0,PATERNAL
2020-06-28,93.0,PATERNAL
2020-07-05,82.0,PATERNAL
2020-07-12,45.0,PATERNAL
2020-07-19,44.0,PATERNAL
2020-07-26,100.0,PATERNAL
2020-08-02,53.0,PATERNAL
2020-08-09,48.0,PATERNAL
2020-08-16,44.0,PATERNAL
2020-08-23,47.0,PATERNAL
2020-08-30,52.0,PATERNAL
2020-09-06,38.0,PATERNAL
2020-09-13,27.0,PATERNAL
2020-09-20,30.0,PATERNAL
2020-09-27,29.0,PATERNAL
2020-10-04,33.0,PATERNAL
2020-10-11,24.0,PATERNAL
2020-10-18,38.0,PATERNAL
2020-10-25,20.0,PATERNAL
2020-11-01,14.0,PATERNAL
2020-11-08,22.0,PATERNAL
2020-11-15,19.0,PATERNAL
2020-11-22,11.0,PATERNAL
2020-11-29,8.0,PATERNAL
2020-12-06,13.0,PATERNAL
2020-12-13,7.0,PATERNAL
2020-12-20,10.0,PATERNAL
2020-12-27,33.0,PATERNAL
2021-01-03,33.0,PATERNAL
2021-01-10,51.0,PATERNAL
2021-01-17,57.0,PATERNAL
2021-01-24,47.0,PATERNAL
2021-01-31,36.0,PATERNAL
2021-02-07,33.0,PATERNAL
2021-02-14,33.0,PATERNAL
2021-02-21,30.0,PATERNAL
2021-02-28,24.0,PATERNAL
2021-03-07,27.0,PATERNAL
2021-03-14,30.0,PATERNAL
2021-03-21,39.0,PATERNAL
2021-03-28,56.0,PATERNAL
2021-04-04,73.0,PATERNAL
2021-04-11,85.0,PATERNAL
2021-04-18,107.0,PATERNAL
2021-04-25,113.0,PATERNAL
2021-05-02,107.0,PATERNAL
2021-05-09,111.0,PATERNAL
2021-05-16,97.0,PATERNAL
2021-05-23,127.0,PATERNAL
2021-05-30,106.0,PATERNAL
2021-06-06,77.0,PATERNAL
2021-06-13,64.0,PATERNAL
2021-06-20,65.0,PATERNAL
2021-06-27,71.0,PATERNAL
2021-07-04,50.0,PATERNAL
2021-07-11,47.0,PATERNAL
2021-07-18,35.0,PATERNAL
2021-07-25,26.0,PATERNAL
2021-08-01,32.0,PATERNAL
2021-08-08,18.0,PATERNAL
2021-08-15,29.0,PATERNAL
2021-08-22,12.0,PATERNAL
2021-08-29,13.0,PATERNAL
2021-09-05,6.0,PATERNAL
2021-09-12,3.0,PATERNAL
2021-09-19,8.0,PATERNAL
2021-09-26,8.0,PATERNAL
2021-10-03,4.0,PATERNAL
2021-10-10,13.0,PATERNAL
2021-10-17,6.0,PATERNAL
2021-10-24,10.0,PATERNAL
2021-10-31,6.0,PATERNAL
2021-11-07,13.0,PATERNAL
2021-11-14,12.0,PATERNAL
2021-11-21,9.0,PATERNAL
2021-11-28,7.0,PATERNAL
2021-12-05,19.0,PATERNAL
2021-12-12,16.0,PATERNAL
2021-12-19,42.0,PATERNAL
2021-12-26,114.0,PATERNAL
2022-01-02,329.0,PATERNAL
2022-01-09,698.0,PATERNAL
2022-01-16,759.0,PATERNAL
2022-01-23,601.0,PATERNAL
2022-01-30,311.0,PATERNAL
2022-02-06,155.0,PATERNAL
2022-02-13,73.0,PATERNAL
2022-02-20,59.0,PATERNAL
2022-02-27,26.0,PATERNAL
2022-03-06,11.0,PATERNAL
2022-03-13,12.0,PATERNAL
2022-03-20,14.0,PATERNAL
2022-03-27,10.0,PATERNAL
2022-04-03,14.0,PATERNAL
2022-04-10,7.0,PATERNAL
2022-04-17,17.0,PATERNAL
2022-04-24,13.0,PATERNAL
2022-05-01,19.0,PATERNAL
2022-05-08,33.0,PATERNAL
2022-05-15,72.0,PATERNAL
2022-05-22,114.0,PATERNAL
2022-05-29,91.0,PATERNAL
2022-06-05,49.0,PATERNAL
2020-03-15,1.0,PUERTO MADERO
2020-03-22,0.0,PUERTO MADERO
2020-03-29,0.0,PUERTO MADERO
2020-04-05,1.0,PUERTO MADERO
2020-04-12,0.0,PUERTO MADERO
2020-04-19,0.0,PUERTO MADERO
2020-04-26,0.0,PUERTO MADERO
2020-05-03,1.0,PUERTO MADERO
2020-05-10,1.0,PUERTO MADERO
2020-05-17,7.0,PUERTO MADERO
2020-05-24,0.0,PUERTO MADERO
2020-05-31,3.0,PUERTO MADERO
2020-06-07,4.0,PUERTO MADERO
2020-06-14,7.0,PUERTO MADERO
2020-06-21,38.0,PUERTO MADERO
2020-06-28,69.0,PUERTO MADERO
2020-07-05,35.0,PUERTO MADERO
2020-07-12,32.0,PUERTO MADERO
2020-07-19,19.0,PUERTO MADERO
2020-07-26,23.0,PUERTO MADERO
2020-08-02,28.0,PUERTO MADERO
2020-08-09,49.0,PUERTO MADERO
2020-08-16,30.0,PUERTO MADERO
2020-08-23,26.0,PUERTO MADERO
2020-08-30,26.0,PUERTO MADERO
2020-09-06,31.0,PUERTO MADERO
2020-09-13,29.0,PUERTO MADERO
2020-09-20,14.0,PUERTO MADERO
2020-09-27,26.0,PUERTO MADERO
2020-10-04,32.0,PUERTO MADERO
2020-10-11,9.0,PUERTO MADERO
2020-10-18,20.0,PUERTO MADERO
2020-10-25,18.0,PUERTO MADERO
2020-11-01,8.0,PUERTO MADERO
2020-11-08,8.0,PUERTO MADERO
2020-11-15,4.0,PUERTO MADERO
2020-11-22,9.0,PUERTO MADERO
2020-11-29,14.0,PUERTO MADERO
2020-12-06,10.0,PUERTO MADERO
2020-12-13,9.0,PUERTO MADERO
2020-12-20,23.0,PUERTO MADERO
2020-12-27,14.0,PUERTO MADERO
2021-01-03,26.0,PUERTO MADERO
2021-01-10,24.0,PUERTO MADERO
2021-01-17,27.0,PUERTO MADERO
2021-01-24,26.0,PUERTO MADERO
2021-01-31,29.0,PUERTO MADERO
2021-02-07,25.0,PUERTO MADERO
2021-02-14,15.0,PUERTO MADERO
2021-02-21,18.0,PUERTO MADERO
2021-02-28,22.0,PUERTO MADERO
2021-03-07,15.0,PUERTO MADERO
2021-03-14,16.0,PUERTO MADERO
2021-03-21,16.0,PUERTO MADERO
2021-03-28,18.0,PUERTO MADERO
2021-04-04,41.0,PUERTO MADERO
2021-04-11,53.0,PUERTO MADERO
2021-04-18,57.0,PUERTO MADERO
2021-04-25,51.0,PUERTO MADERO
2021-05-02,56.0,PUERTO MADERO
2021-05-09,30.0,PUERTO MADERO
2021-05-16,35.0,PUERTO MADERO
2021-05-23,36.0,PUERTO MADERO
2021-05-30,30.0,PUERTO MADERO
2021-06-06,19.0,PUERTO MADERO
2021-06-13,26.0,PUERTO MADERO
2021-06-20,16.0,PUERTO MADERO
2021-06-27,22.0,PUERTO MADERO
2021-07-04,25.0,PUERTO MADERO
2021-07-11,10.0,PUERTO MADERO
2021-07-18,12.0,PUERTO MADERO
2021-07-25,15.0,PUERTO MADERO
2021-08-01,28.0,PUERTO MADERO
2021-08-08,17.0,PUERTO MADERO
2021-08-15,8.0,PUERTO MADERO
2021-08-22,10.0,PUERTO MADERO
2021-08-29,6.0,PUERTO MADERO
2021-09-05,2.0,PUERTO MADERO
2021-09-12,3.0,PUERTO MADERO
2021-09-19,4.0,PUERTO MADERO
2021-09-26,1.0,PUERTO MADERO
2021-10-03,2.0,PUERTO MADERO
2021-10-10,6.0,PUERTO MADERO
2021-10-17,3.0,PUERTO MADERO
2021-10-24,2.0,PUERTO MADERO
2021-10-31,4.0,PUERTO MADERO
2021-11-07,1.0,PUERTO MADERO
2021-11-14,3.0,PUERTO MADERO
2021-11-21,4.0,PUERTO MADERO
2021-11-28,4.0,PUERTO MADERO
2021-12-05,6.0,PUERTO MADERO
2021-12-12,6.0,PUERTO MADERO
2021-12-19,17.0,PUERTO MADERO
2021-12-26,45.0,PUERTO MADERO
2022-01-02,103.0,PUERTO MADERO
2022-01-09,214.0,PUERTO MADERO
2022-01-16,228.0,PUERTO MADERO
2022-01-23,164.0,PUERTO MADERO
2022-01-30,103.0,PUERTO MADERO
2022-02-06,60.0,PUERTO MADERO
2022-02-13,38.0,PUERTO MADERO
2022-02-20,14.0,PUERTO MADERO
2022-02-27,27.0,PUERTO MADERO
2022-03-06,9.0,PUERTO MADERO
2022-03-13,5.0,PUERTO MADERO
2022-03-20,8.0,PUERTO MADERO
2022-03-27,8.0,PUERTO MADERO
2022-04-03,6.0,PUERTO MADERO
2022-04-10,3.0,PUERTO MADERO
2022-04-17,10.0,PUERTO MADERO
2022-04-24,9.0,PUERTO MADERO
2022-05-01,7.0,PUERTO MADERO
2022-05-08,17.0,PUERTO MADERO
2022-05-15,37.0,PUERTO MADERO
2022-05-22,41.0,PUERTO MADERO
2022-05-29,40.0,PUERTO MADERO
2022-06-05,16.0,PUERTO MADERO
2020-03-01,0.0,RECOLETA
2020-03-08,0.0,RECOLETA
2020-03-15,1.0,RECOLETA
2020-03-22,1.0,RECOLETA
2020-03-29,6.0,RECOLETA
2020-04-05,6.0,RECOLETA
2020-04-12,10.0,RECOLETA
2020-04-19,8.0,RECOLETA
2020-04-26,10.0,RECOLETA
2020-05-03,14.0,RECOLETA
2020-05-10,41.0,RECOLETA
2020-05-17,38.0,RECOLETA
2020-05-24,87.0,RECOLETA
2020-05-31,51.0,RECOLETA
2020-06-07,79.0,RECOLETA
2020-06-14,80.0,RECOLETA
2020-06-21,101.0,RECOLETA
2020-06-28,129.0,RECOLETA
2020-07-05,162.0,RECOLETA
2020-07-12,172.0,RECOLETA
2020-07-19,277.0,RECOLETA
2020-07-26,313.0,RECOLETA
2020-08-02,275.0,RECOLETA
2020-08-09,321.0,RECOLETA
2020-08-16,261.0,RECOLETA
2020-08-23,315.0,RECOLETA
2020-08-30,365.0,RECOLETA
2020-09-06,339.0,RECOLETA
2020-09-13,361.0,RECOLETA
2020-09-20,297.0,RECOLETA
2020-09-27,320.0,RECOLETA
2020-10-04,279.0,RECOLETA
2020-10-11,262.0,RECOLETA
2020-10-18,237.0,RECOLETA
2020-10-25,170.0,RECOLETA
2020-11-01,154.0,RECOLETA
2020-11-08,140.0,RECOLETA
2020-11-15,155.0,RECOLETA
2020-11-22,148.0,RECOLETA
2020-11-29,165.0,RECOLETA
2020-12-06,135.0,RECOLETA
2020-12-13,125.0,RECOLETA
2020-12-20,259.0,RECOLETA
2020-12-27,322.0,RECOLETA
2021-01-03,407.0,RECOLETA
2021-01-10,559.0,RECOLETA
2021-01-17,541.0,RECOLETA
2021-01-24,428.0,RECOLETA
2021-01-31,471.0,RECOLETA
2021-02-07,394.0,RECOLETA
2021-02-14,292.0,RECOLETA
2021-02-21,231.0,RECOLETA
2021-02-28,214.0,RECOLETA
2021-03-07,283.0,RECOLETA
2021-03-14,298.0,RECOLETA
2021-03-21,277.0,RECOLETA
2021-03-28,423.0,RECOLETA
2021-04-04,670.0,RECOLETA
2021-04-11,911.0,RECOLETA
2021-04-18,887.0,RECOLETA
2021-04-25,879.0,RECOLETA
2021-05-02,708.0,RECOLETA
2021-05-09,594.0,RECOLETA
2021-05-16,689.0,RECOLETA
2021-05-23,838.0,RECOLETA
2021-05-30,740.0,RECOLETA
2021-06-06,578.0,RECOLETA
2021-06-13,570.0,RECOLETA
2021-06-20,440.0,RECOLETA
2021-06-27,457.0,RECOLETA
2021-07-04,391.0,RECOLETA
2021-07-11,386.0,RECOLETA
2021-07-18,313.0,RECOLETA
2021-07-25,252.0,RECOLETA
2021-08-01,243.0,RECOLETA
2021-08-08,304.0,RECOLETA
2021-08-15,231.0,RECOLETA
2021-08-22,180.0,RECOLETA
2021-08-29,163.0,RECOLETA
2021-09-05,128.0,RECOLETA
2021-09-12,79.0,RECOLETA
2021-09-19,70.0,RECOLETA
2021-09-26,51.0,RECOLETA
2021-10-03,45.0,RECOLETA
2021-10-10,42.0,RECOLETA
2021-10-17,54.0,RECOLETA
2021-10-24,49.0,RECOLETA
2021-10-31,68.0,RECOLETA
2021-11-07,71.0,RECOLETA
2021-11-14,86.0,RECOLETA
2021-11-21,93.0,RECOLETA
2021-11-28,137.0,RECOLETA
2021-12-05,149.0,RECOLETA
2021-12-12,267.0,RECOLETA
2021-12-19,482.0,RECOLETA
2021-12-26,1230.0,RECOLETA
2022-01-02,2613.0,RECOLETA
2022-01-09,4416.0,RECOLETA
2022-01-16,4755.0,RECOLETA
2022-01-23,4001.0,RECOLETA
2022-01-30,2614.0,RECOLETA
2022-02-06,1552.0,RECOLETA
2022-02-13,726.0,RECOLETA
2022-02-20,447.0,RECOLETA
2022-02-27,344.0,RECOLETA
2022-03-06,200.0,RECOLETA
2022-03-13,136.0,RECOLETA
2022-03-20,108.0,RECOLETA
2022-03-27,91.0,RECOLETA
2022-04-03,89.0,RECOLETA
2022-04-10,102.0,RECOLETA
2022-04-17,108.0,RECOLETA
2022-04-24,153.0,RECOLETA
2022-05-01,206.0,RECOLETA
2022-05-08,423.0,RECOLETA
2022-05-15,795.0,RECOLETA
2022-05-22,869.0,RECOLETA
2022-05-29,777.0,RECOLETA
2022-06-05,577.0,RECOLETA
2020-03-01,0.0,RETIRO
2020-03-08,0.0,RETIRO
2020-03-15,0.0,RETIRO
2020-03-22,1.0,RETIRO
2020-03-29,1.0,RETIRO
2020-04-05,1.0,RETIRO
2020-04-12,2.0,RETIRO
2020-04-19,2.0,RETIRO
2020-04-26,20.0,RETIRO
2020-05-03,76.0,RETIRO
2020-05-10,282.0,RETIRO
2020-05-17,479.0,RETIRO
2020-05-24,674.0,RETIRO
2020-05-31,393.0,RETIRO
2020-06-07,203.0,RETIRO
2020-06-14,129.0,RETIRO
2020-06-21,95.0,RETIRO
2020-06-28,94.0,RETIRO
2020-07-05,101.0,RETIRO
2020-07-12,78.0,RETIRO
2020-07-19,77.0,RETIRO
2020-07-26,115.0,RETIRO
2020-08-02,119.0,RETIRO
2020-08-09,99.0,RETIRO
2020-08-16,90.0,RETIRO
2020-08-23,104.0,RETIRO
2020-08-30,115.0,RETIRO
2020-09-06,105.0,RETIRO
2020-09-13,108.0,RETIRO
2020-09-20,86.0,RETIRO
2020-09-27,73.0,RETIRO
2020-10-04,79.0,RETIRO
2020-10-11,68.0,RETIRO
2020-10-18,67.0,RETIRO
2020-10-25,61.0,RETIRO
2020-11-01,34.0,RETIRO
2020-11-08,44.0,RETIRO
2020-11-15,39.0,RETIRO
2020-11-22,41.0,RETIRO
2020-11-29,41.0,RETIRO
2020-12-06,39.0,RETIRO
2020-12-13,37.0,RETIRO
2020-12-20,64.0,RETIRO
2020-12-27,92.0,RETIRO
2021-01-03,101.0,RETIRO
2021-01-10,133.0,RETIRO
2021-01-17,138.0,RETIRO
2021-01-24,117.0,RETIRO
2021-01-31,127.0,RETIRO
2021-02-07,114.0,RETIRO
2021-02-14,65.0,RETIRO
2021-02-21,68.0,RETIRO
2021-02-28,48.0,RETIRO
2021-03-07,81.0,RETIRO
2021-03-14,85.0,RETIRO
2021-03-21,67.0,RETIRO
2021-03-28,110.0,RETIRO
2021-04-04,158.0,RETIRO
2021-04-11,256.0,RETIRO
2021-04-18,253.0,RETIRO
2021-04-25,302.0,RETIRO
2021-05-02,306.0,RETIRO
2021-05-09,285.0,RETIRO
2021-05-16,312.0,RETIRO
2021-05-23,320.0,RETIRO
2021-05-30,266.0,RETIRO
2021-06-06,251.0,RETIRO
2021-06-13,187.0,RETIRO
2021-06-20,136.0,RETIRO
2021-06-27,162.0,RETIRO
2021-07-04,115.0,RETIRO
2021-07-11,100.0,RETIRO
2021-07-18,83.0,RETIRO
2021-07-25,90.0,RETIRO
2021-08-01,74.0,RETIRO
2021-08-08,74.0,RETIRO
2021-08-15,68.0,RETIRO
2021-08-22,65.0,RETIRO
2021-08-29,35.0,RETIRO
2021-09-05,34.0,RETIRO
2021-09-12,22.0,RETIRO
2021-09-19,14.0,RETIRO
2021-09-26,12.0,RETIRO
2021-10-03,5.0,RETIRO
2021-10-10,22.0,RETIRO
2021-10-17,23.0,RETIRO
2021-10-24,12.0,RETIRO
2021-10-31,26.0,RETIRO
2021-11-07,17.0,RETIRO
2021-11-14,32.0,RETIRO
2021-11-21,29.0,RETIRO
2021-11-28,40.0,RETIRO
2021-12-05,44.0,RETIRO
2021-12-12,52.0,RETIRO
2021-12-19,127.0,RETIRO
2021-12-26,279.0,RETIRO
2022-01-02,712.0,RETIRO
2022-01-09,1805.0,RETIRO
2022-01-16,1702.0,RETIRO
2022-01-23,1123.0,RETIRO
2022-01-30,630.0,RETIRO
2022-02-06,370.0,RETIRO
2022-02-13,194.0,RETIRO
2022-02-20,107.0,RETIRO
2022-02-27,95.0,RETIRO
2022-03-06,53.0,RETIRO
2022-03-13,33.0,RETIRO
2022-03-20,45.0,RETIRO
2022-03-27,22.0,RETIRO
2022-04-03,18.0,RETIRO
2022-04-10,23.0,RETIRO
2022-04-17,30.0,RETIRO
2022-04-24,43.0,RETIRO
2022-05-01,51.0,RETIRO
2022-05-08,97.0,RETIRO
2022-05-15,155.0,RETIRO
2022-05-22,178.0,RETIRO
2022-05-29,185.0,RETIRO
2022-06-05,113.0,RETIRO
2020-03-01,0.0,SAAVEDRA
2020-03-08,0.0,SAAVEDRA
2020-03-15,0.0,SAAVEDRA
2020-03-22,0.0,SAAVEDRA
2020-03-29,0.0,SAAVEDRA
2020-04-05,3.0,SAAVEDRA
2020-04-12,1.0,SAAVEDRA
2020-04-19,0.0,SAAVEDRA
2020-04-26,1.0,SAAVEDRA
2020-05-03,1.0,SAAVEDRA
2020-05-10,3.0,SAAVEDRA
2020-05-17,0.0,SAAVEDRA
2020-05-24,4.0,SAAVEDRA
2020-05-31,4.0,SAAVEDRA
2020-06-07,5.0,SAAVEDRA
2020-06-14,16.0,SAAVEDRA
2020-06-21,23.0,SAAVEDRA
2020-06-28,29.0,SAAVEDRA
2020-07-05,37.0,SAAVEDRA
2020-07-12,53.0,SAAVEDRA
2020-07-19,54.0,SAAVEDRA
2020-07-26,74.0,SAAVEDRA
2020-08-02,57.0,SAAVEDRA
2020-08-09,73.0,SAAVEDRA
2020-08-16,63.0,SAAVEDRA
2020-08-23,86.0,SAAVEDRA
2020-08-30,85.0,SAAVEDRA
2020-09-06,88.0,SAAVEDRA
2020-09-13,80.0,SAAVEDRA
2020-09-20,44.0,SAAVEDRA
2020-09-27,53.0,SAAVEDRA
2020-10-04,66.0,SAAVEDRA
2020-10-11,62.0,SAAVEDRA
2020-10-18,64.0,SAAVEDRA
2020-10-25,34.0,SAAVEDRA
2020-11-01,30.0,SAAVEDRA
2020-11-08,29.0,SAAVEDRA
2020-11-15,29.0,SAAVEDRA
2020-11-22,33.0,SAAVEDRA
2020-11-29,24.0,SAAVEDRA
2020-12-06,25.0,SAAVEDRA
2020-12-13,26.0,SAAVEDRA
2020-12-20,67.0,SAAVEDRA
2020-12-27,71.0,SAAVEDRA
2021-01-03,99.0,SAAVEDRA
2021-01-10,114.0,SAAVEDRA
2021-01-17,114.0,SAAVEDRA
2021-01-24,101.0,SAAVEDRA
2021-01-31,100.0,SAAVEDRA
2021-02-07,83.0,SAAVEDRA
2021-02-14,68.0,SAAVEDRA
2021-02-21,64.0,SAAVEDRA
2021-02-28,50.0,SAAVEDRA
2021-03-07,60.0,SAAVEDRA
2021-03-14,78.0,SAAVEDRA
2021-03-21,88.0,SAAVEDRA
2021-03-28,138.0,SAAVEDRA
2021-04-04,195.0,SAAVEDRA
2021-04-11,272.0,SAAVEDRA
2021-04-18,244.0,SAAVEDRA
2021-04-25,254.0,SAAVEDRA
2021-05-02,207.0,SAAVEDRA
2021-05-09,193.0,SAAVEDRA
2021-05-16,230.0,SAAVEDRA
2021-05-23,267.0,SAAVEDRA
2021-05-30,251.0,SAAVEDRA
2021-06-06,185.0,SAAVEDRA
2021-06-13,160.0,SAAVEDRA
2021-06-20,157.0,SAAVEDRA
2021-06-27,133.0,SAAVEDRA
2021-07-04,104.0,SAAVEDRA
2021-07-11,117.0,SAAVEDRA
2021-07-18,101.0,SAAVEDRA
2021-07-25,98.0,SAAVEDRA
2021-08-01,87.0,SAAVEDRA
2021-08-08,89.0,SAAVEDRA
2021-08-15,51.0,SAAVEDRA
2021-08-22,55.0,SAAVEDRA
2021-08-29,52.0,SAAVEDRA
2021-09-05,48.0,SAAVEDRA
2021-09-12,34.0,SAAVEDRA
2021-09-19,23.0,SAAVEDRA
2021-09-26,15.0,SAAVEDRA
2021-10-03,9.0,SAAVEDRA
2021-10-10,13.0,SAAVEDRA
2021-10-17,11.0,SAAVEDRA
2021-10-24,33.0,SAAVEDRA
2021-10-31,30.0,SAAVEDRA
2021-11-07,17.0,SAAVEDRA
2021-11-14,22.0,SAAVEDRA
2021-11-21,16.0,SAAVEDRA
2021-11-28,36.0,SAAVEDRA
2021-12-05,50.0,SAAVEDRA
2021-12-12,79.0,SAAVEDRA
2021-12-19,91.0,SAAVEDRA
2021-12-26,286.0,SAAVEDRA
2022-01-02,783.0,SAAVEDRA
2022-01-09,1320.0,SAAVEDRA
2022-01-16,1678.0,SAAVEDRA
2022-01-23,1436.0,SAAVEDRA
2022-01-30,794.0,SAAVEDRA
2022-02-06,406.0,SAAVEDRA
2022-02-13,201.0,SAAVEDRA
2022-02-20,151.0,SAAVEDRA
2022-02-27,79.0,SAAVEDRA
2022-03-06,35.0,SAAVEDRA
2022-03-13,53.0,SAAVEDRA
2022-03-20,48.0,SAAVEDRA
2022-03-27,42.0,SAAVEDRA
2022-04-03,40.0,SAAVEDRA
2022-04-10,33.0,SAAVEDRA
2022-04-17,41.0,SAAVEDRA
2022-04-24,31.0,SAAVEDRA
2022-05-01,75.0,SAAVEDRA
2022-05-08,150.0,SAAVEDRA
2022-05-15,277.0,SAAVEDRA
2022-05-22,322.0,SAAVEDRA
2022-05-29,312.0,SAAVEDRA
2022-06-05,182.0,SAAVEDRA
2020-03-01,0.0,SAN CRISTOBAL
2020-03-08,1.0,SAN CRISTOBAL
2020-03-15,0.0,SAN CRISTOBAL
2020-03-22,1.0,SAN CRISTOBAL
2020-03-29,0.0,SAN CRISTOBAL
2020-04-05,2.0,SAN CRISTOBAL
2020-04-12,3.0,SAN CRISTOBAL
2020-04-19,3.0,SAN CRISTOBAL
2020-04-26,4.0,SAN CRISTOBAL
2020-05-03,1.0,SAN CRISTOBAL
2020-05-10,6.0,SAN CRISTOBAL
2020-05-17,4.0,SAN CRISTOBAL
2020-05-24,11.0,SAN CRISTOBAL
2020-05-31,27.0,SAN CRISTOBAL
2020-06-07,59.0,SAN CRISTOBAL
2020-06-14,49.0,SAN CRISTOBAL
2020-06-21,70.0,SAN CRISTOBAL
2020-06-28,113.0,SAN CRISTOBAL
2020-07-05,132.0,SAN CRISTOBAL
2020-07-12,111.0,SAN CRISTOBAL
2020-07-19,178.0,SAN CRISTOBAL
2020-07-26,132.0,SAN CRISTOBAL
2020-08-02,119.0,SAN CRISTOBAL
2020-08-09,149.0,SAN CRISTOBAL
2020-08-16,167.0,SAN CRISTOBAL
2020-08-23,182.0,SAN CRISTOBAL
2020-08-30,196.0,SAN CRISTOBAL
2020-09-06,158.0,SAN CRISTOBAL
2020-09-13,129.0,SAN CRISTOBAL
2020-09-20,94.0,SAN CRISTOBAL
2020-09-27,83.0,SAN CRISTOBAL
2020-10-04,91.0,SAN CRISTOBAL
2020-10-11,85.0,SAN CRISTOBAL
2020-10-18,77.0,SAN CRISTOBAL
2020-10-25,66.0,SAN CRISTOBAL
2020-11-01,62.0,SAN CRISTOBAL
2020-11-08,37.0,SAN CRISTOBAL
2020-11-15,43.0,SAN CRISTOBAL
2020-11-22,43.0,SAN CRISTOBAL
2020-11-29,34.0,SAN CRISTOBAL
2020-12-06,32.0,SAN CRISTOBAL
2020-12-13,32.0,SAN CRISTOBAL
2020-12-20,45.0,SAN CRISTOBAL
2020-12-27,63.0,SAN CRISTOBAL
2021-01-03,117.0,SAN CRISTOBAL
2021-01-10,122.0,SAN CRISTOBAL
2021-01-17,77.0,SAN CRISTOBAL
2021-01-24,92.0,SAN CRISTOBAL
2021-01-31,100.0,SAN CRISTOBAL
2021-02-07,89.0,SAN CRISTOBAL
2021-02-14,64.0,SAN CRISTOBAL
2021-02-21,43.0,SAN CRISTOBAL
2021-02-28,59.0,SAN CRISTOBAL
2021-03-07,64.0,SAN CRISTOBAL
2021-03-14,60.0,SAN CRISTOBAL
2021-03-21,90.0,SAN CRISTOBAL
2021-03-28,111.0,SAN CRISTOBAL
2021-04-04,182.0,SAN CRISTOBAL
2021-04-11,313.0,SAN CRISTOBAL
2021-04-18,334.0,SAN CRISTOBAL
2021-04-25,311.0,SAN CRISTOBAL
2021-05-02,242.0,SAN CRISTOBAL
2021-05-09,246.0,SAN CRISTOBAL
2021-05-16,281.0,SAN CRISTOBAL
2021-05-23,290.0,SAN CRISTOBAL
2021-05-30,256.0,SAN CRISTOBAL
2021-06-06,197.0,SAN CRISTOBAL
2021-06-13,169.0,SAN CRISTOBAL
